description,amount,direction,source_category,budget_category,merchant,merchant_seen_in_training
[debit] POS DEBIT PAYPAL INST XFER UXZHS8,581.07,debit,Transfer,Transfers & Fees,PAYPAL INST XFER,True
[debit] POS DEBIT TIM HORTONS JG8SWZ,9.26,debit,Coffee,Food & Drink,TIM HORTONS,True
[debit] CVS PHARMACY*TLD7QEB8,41.32,debit,Healthcare,Health & Wellness,CVS PHARMACY,True
[debit] EDX INC*NZG1GLBN,1291.07,debit,Education,Bills & Housing,EDX INC,True
[debit] LIME RIDE DENVER CO,26.71,debit,Rideshare,Transportation,LIME RIDE,True
[debit] CORTLAND MGMT DES:DEPOSIT ID:PUYDN4QZAM INDN:CARDHOLDER,2077.1,debit,Rent,Bills & Housing,CORTLAND MGMT,True
[debit] HERTZ RENT A CAR*NRNFPZE,328.22,debit,Travel,Transportation,HERTZ RENT A CAR,True
[debit] PAYPAL INST XFER*9HFK3M,360.92,debit,Transfer,Transfers & Fees,PAYPAL INST XFER,True
[debit] ADOBE INC DES:ACH PMT ID:WNKB3WTQJ2 INDN:CARDHOLDER,27.17,debit,Subscriptions,Entertainment,ADOBE INC,True
[debit] SQ *IU HEALTH SEATTLE WA,149.06,debit,Healthcare,Health & Wellness,IU HEALTH,True
[debit] SQ *DAVE AND BUSTERS ATLANTA GA,141.71,debit,Entertainment,Entertainment,DAVE AND BUSTERS,True
[debit] APPLE.COM/BILL DES:DIRECT DEP ID:6AUKJZQRJP INDN:CARDHOLDER,13.48,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] TIM HORTONS #476 WEST LAFAYETTE IN,14.54,debit,Coffee,Food & Drink,TIM HORTONS,True
[debit] MAIN EVENT #2649 AUSTIN TX,118.98,debit,Entertainment,Entertainment,MAIN EVENT,True
[credit] STRIPE TRANSFER DES:ACH PMT ID:JBQRRQ6A8T INDN:CARDHOLDER,2699.31,credit,Income,Income,STRIPE TRANSFER,True
[debit] DATACAMP DES:ACH PMT ID:3SKXG0PGBU INDN:CARDHOLDER,1757.66,debit,Education,Bills & Housing,DATACAMP,True
[debit] DUKE ENERGY DES:DEPOSIT ID:7C6NZZGQFB INDN:CARDHOLDER,237.55,debit,Utilities,Bills & Housing,DUKE ENERGY,True
[debit] PURCHASE QUIKTRIP AUSTIN TXUS,17.32,debit,Gas,Transportation,QUIKTRIP,True
[debit] COSTCO WHSE*GVHCY3Z,152.43,debit,Groceries,Food & Drink,COSTCO WHSE,True
[credit] ETSY PAYOUT*Z17KK6CB23,3396.75,credit,Income,Income,ETSY PAYOUT,True
[credit] EXPEDIA SEATTLE WA,671.63,credit,Travel,Transportation,EXPEDIA,True
[debit] POS DEBIT BOOKING.COM G6UNH1,208.97,debit,Travel,Transportation,BOOKING.COM,True
[debit] POS DEBIT MARRIOTT HOTELS MT3WLP,976.29,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] OPENAI CHATGPT SUB DES:BILLPAY ID:3MKS743ANK INDN:CARDHOLDER,19.32,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] MTA VENDING MACH SAN FRANCISCO CA,9.42,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] EDX INC DES:PAYMENT ID:660PGLBSM0 INDN:CARDHOLDER,1218.89,debit,Education,Bills & Housing,EDX INC,True
[debit] DATACAMP DES:PAYMENT ID:6Y7G12H424 INDN:CARDHOLDER,926.19,debit,Education,Bills & Housing,DATACAMP,True
[debit] SQ *MAIN EVENT DENVER CO,65.25,debit,Entertainment,Entertainment,MAIN EVENT,True
[credit] POS DEBIT UPWORK ESCROW C10WY1,1849.76,credit,Income,Income,UPWORK ESCROW,True
[debit] URGENT CARE PARTNRS*18NFZLT,564.29,debit,Healthcare,Health & Wellness,URGENT CARE PARTNRS,True
[debit] POS DEBIT CASEYS GEN STORE 3H7G3L,75.09,debit,Gas,Transportation,CASEYS GEN STORE,True
[debit] WALGREENS ATLANTA GA,79.66,debit,Shopping,Shopping,WALGREENS,True
[debit] APPLE.COM/BILL*LGTRZ0ZC,41.82,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] POS DEBIT AMAZON MKTPL 2MWC0V,289.69,debit,Shopping,Shopping,AMAZON MKTPL,True
[credit] PURCHASE CASH APP TRANSFER NASHVILLE TNUS,336.03,credit,Income,Income,CASH APP TRANSFER,True
[credit] POS DEBIT VENMO CASHOUT Z9DX74,679.1,credit,Income,Income,VENMO CASHOUT,True
[debit] POS DEBIT CURB TAXI 2RB3H2,40.46,debit,Rideshare,Transportation,CURB TAXI,True
[debit] EXPEDIA*TSX9BE7,307.54,debit,Travel,Transportation,EXPEDIA,True
[debit] UDEMY DES:DEPOSIT ID:T0HEB0XAMY INDN:CARDHOLDER,1360.18,debit,Education,Bills & Housing,UDEMY,True
[debit] WALGREENS*20706FV9,92.98,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] POS DEBIT SPECTRUM V93BW0,162.04,debit,Utilities,Bills & Housing,SPECTRUM,True
[credit] EXPEDIA*H90L805S6,935.48,credit,Travel,Transportation,EXPEDIA,True
[debit] GOOGLE FIBER*QTY1YEQB6L,178.82,debit,Utilities,Bills & Housing,GOOGLE FIBER,True
[debit] POS DEBIT OPTUM RX YD4X5A,613.66,debit,Healthcare,Health & Wellness,OPTUM RX,True
[debit] POS DEBIT SPOTHERO XUTX8S,35.19,debit,Rideshare,Transportation,SPOTHERO,True
[debit] OPENAI CHATGPT SUB*RWA8PRL6,4.77,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] MARRIOTT HOTELS PHOENIX AZ,198.64,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] SQ *LYFT RIDE NASHVILLE TN,46.68,debit,Rideshare,Transportation,LYFT RIDE,True
[credit] POS DEBIT ALDI 6ZM4GM,27.93,credit,Groceries,Food & Drink,ALDI,True
[debit] QUEST DIAGNOSTICS #9204 CHICAGO IL,139.3,debit,Healthcare,Health & Wellness,QUEST DIAGNOSTICS,True
[debit] BIRD RIDES BROOKLYN NY,36.88,debit,Rideshare,Transportation,BIRD RIDES,True
[debit] PURCHASE NYTIMES DIGITAL SAN FRANCISCO CAUS,5.31,debit,Subscriptions,Entertainment,NYTIMES DIGITAL,True
[debit] TST* BAR LOUIE #7714 ATLANTA GA,71.03,debit,Dining,Food & Drink,TST* BAR LOUIE,True
[debit] POS DEBIT ALDI MC2QWR,103.3,debit,Groceries,Food & Drink,ALDI,True
[debit] SQ *TRADER JOES CHICAGO IL,128.78,debit,Groceries,Food & Drink,TRADER JOES,True
[debit] HOME DEPOT #1805 CHICAGO IL,105.93,debit,Shopping,Shopping,HOME DEPOT,True
[debit] DATACAMP*TMJFXA,1565.55,debit,Education,Bills & Housing,DATACAMP,True
[debit] UDEMY DES:DIRECT DEP ID:WHLNE1M3NQ INDN:CARDHOLDER,892.39,debit,Education,Bills & Housing,UDEMY,True
[debit] HOME DEPOT #6938 AUSTIN TX,436.5,debit,Shopping,Shopping,HOME DEPOT,True
[debit] CVS PHARMACY BROOKLYN NY,189.18,debit,Healthcare,Health & Wellness,CVS PHARMACY,True
[credit] VA BENEFITS*JSS1ACUCV,843.3,credit,Income,Income,VA BENEFITS,True
[debit] PARKMOBILE ATLANTA GA,23.2,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] REDSTONE PROPERTIES*HN1KSQUHF,1391.64,debit,Rent,Bills & Housing,REDSTONE PROPERTIES,True
[credit] CASH APP TRANSFER DES:DEPOSIT ID:UX60MZJKCF INDN:CARDHOLDER,3967.9,credit,Income,Income,CASH APP TRANSFER,True
[debit] SQ *TARGET NASHVILLE TN,453.77,debit,Shopping,Shopping,TARGET,True
[debit] STOP PAYMENT FEE YYW4,18.23,debit,Fees,Transfers & Fees,STOP PAYMENT FEE,True
[debit] QUIKTRIP*MYYHG0UR1C,74.35,debit,Gas,Transportation,QUIKTRIP,True
[debit] COSTCO WHSE*JHU1NV,41.38,debit,Gas,Transportation,COSTCO WHSE,True
[debit] TARGET #4580 ATLANTA GA,106.78,debit,Groceries,Food & Drink,TARGET,True
[debit] DATACAMP*WM9B62H,1162.67,debit,Education,Bills & Housing,DATACAMP,True
[debit] DROPBOX DES:BILLPAY ID:QT39UZ8PGA INDN:CARDHOLDER,25.06,debit,Subscriptions,Entertainment,DROPBOX,True
[debit] STRAVA SUBSCRIPTION DES:PAYMENT ID:7KHG3LVTLE INDN:CARDHOLDER,152.88,debit,Fitness,Health & Wellness,STRAVA SUBSCRIPTION,True
[debit] TOPGOLF #4281 NASHVILLE TN,167.22,debit,Entertainment,Entertainment,TOPGOLF,True
[debit] PAYPAL *PUBLIX,84.19,debit,Groceries,Food & Drink,PUBLIX,True
[debit] PURCHASE SAFEWAY BROOKLYN NYUS,195.64,debit,Groceries,Food & Drink,SAFEWAY,True
[credit] UPWORK ESCROW DES:DIRECT DEP ID:AX7VTYMNPQ INDN:CARDHOLDER,3500.3,credit,Income,Income,UPWORK ESCROW,True
[debit] STOP PAYMENT FEE 8TSU,12.18,debit,Fees,Transfers & Fees,STOP PAYMENT FEE,True
[debit] PARKMOBILE CHICAGO IL,35.82,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] POS DEBIT COSTCO WHSE NMUYW8,32.49,debit,Groceries,Food & Drink,COSTCO WHSE,True
[debit] POS DEBIT THE LODGE APTS ZZQ0QF,1812.75,debit,Rent,Bills & Housing,THE LODGE APTS,True
[credit] VA BENEFITS DES:ACH PMT ID:8UZ3V3P6F7 INDN:CARDHOLDER,1392.8,credit,Income,Income,VA BENEFITS,True
[debit] COURSERA INC DES:DEPOSIT ID:QD92DR2P5B INDN:CARDHOLDER,82.06,debit,Education,Bills & Housing,COURSERA INC,True
[debit] SQ *MACYS NASHVILLE TN,468.02,debit,Shopping,Shopping,MACYS,True
[debit] LYFT RIDE INDIANAPOLIS IN,12.73,debit,Rideshare,Transportation,LYFT RIDE,True
[debit] CITY PARKING AUTH #4926 DENVER CO,19.81,debit,Rideshare,Transportation,CITY PARKING AUTH,True
[debit] POS DEBIT TIM HORTONS 860HAF,10.66,debit,Coffee,Food & Drink,TIM HORTONS,True
[debit] NIPSCO WEST LAFAYETTE IN,183.4,debit,Utilities,Bills & Housing,NIPSCO,True
[debit] POS DEBIT WALGREENS QLSCD5,376.37,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] POS DEBIT ADOBE INC V0TSXA,37.43,debit,Subscriptions,Entertainment,ADOBE INC,True
[debit] DROPBOX*P18FLXSGUX,51.79,debit,Subscriptions,Entertainment,DROPBOX,True
[debit] COURSERA INC DES:ACH PMT ID:WA3F1EXC7M INDN:CARDHOLDER,73.43,debit,Education,Bills & Housing,COURSERA INC,True
[debit] MTA VENDING MACH*DYP12P,15.21,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] TIM HORTONS*HD475H,23.25,debit,Coffee,Food & Drink,TIM HORTONS,True
[debit] PROGRESS RESIDENTIAL DES:DEPOSIT ID:7XJW536YM1 INDN:CARDHOLDER,2063.34,debit,Rent,Bills & Housing,PROGRESS RESIDENTIAL,True
[debit] SQ *NOODLES AND CO ATLANTA GA,43.81,debit,Dining,Food & Drink,NOODLES AND CO,True
[debit] POS DEBIT EXPEDIA 24HK0W,444.84,debit,Travel,Transportation,EXPEDIA,True
[debit] THE LODGE APTS DES:BILLPAY ID:X1V24HSQ2T INDN:CARDHOLDER,1983.28,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] RAISING CANES*GQQBWQEU,31.18,debit,Dining,Food & Drink,RAISING CANES,True
[debit] POS DEBIT EXPEDIA YB9WXM,537.21,debit,Travel,Transportation,EXPEDIA,True
[debit] CASH APP TRANSFER #3166 SAN FRANCISCO CA,541.8,debit,Transfer,Transfers & Fees,CASH APP TRANSFER,True
[debit] UNITED AIRLINES #3545 COLUMBUS OH,691.18,debit,Travel,Transportation,UNITED AIRLINES,True
[debit] APPLE.COM/BILL DES:BILLPAY ID:9JNR6RQRT5 INDN:CARDHOLDER,5.23,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[credit] UPWORK ESCROW*YNTMC58KS,1970.49,credit,Income,Income,UPWORK ESCROW,True
[debit] ANYTIME FITNESS*KGALD7,71.85,debit,Fitness,Health & Wellness,ANYTIME FITNESS,True
[credit] STRIPE TRANSFER DES:DEPOSIT ID:V09K441ZSY INDN:CARDHOLDER,3806.87,credit,Income,Income,STRIPE TRANSFER,True
[debit] SCOOTERS COFFEE PHOENIX AZ,16.52,debit,Coffee,Food & Drink,SCOOTERS COFFEE,True
[debit] SQ *PARKMOBILE SAN FRANCI CA,33.47,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] AT&T MOBILITY DES:DIRECT DEP ID:T3PCMX72XQ INDN:CARDHOLDER,142.24,debit,Utilities,Bills & Housing,AT&T MOBILITY,True
[credit] POS DEBIT WAWA Q5HKGQ,54.5,credit,Gas,Transportation,WAWA,True
[debit] GREYSTAR PROPERTY DES:ACH PMT ID:Y5TMLRTGRK INDN:CARDHOLDER,867.62,debit,Rent,Bills & Housing,GREYSTAR PROPERTY,True
[debit] ATM SURCHARGE 9937,36.7,debit,Fees,Transfers & Fees,ATM SURCHARGE,True
[debit] PURCHASE PAYPAL INST XFER INDIANAPOLIS INUS,170.97,debit,Transfer,Transfers & Fees,PAYPAL INST XFER,True
[debit] OPTUM RX #8524 ATLANTA GA,520.2,debit,Healthcare,Health & Wellness,OPTUM RX,True
[debit] DISNEY PLUS DES:DEPOSIT ID:VLK23NFZVP INDN:CARDHOLDER,31.67,debit,Subscriptions,Entertainment,DISNEY PLUS,True
[debit] YMCA MEMBERSHIP DES:DEPOSIT ID:6VF3UM4QBX INDN:CARDHOLDER,55.37,debit,Fitness,Health & Wellness,YMCA MEMBERSHIP,True
[credit] ORANGETHEORY DES:PAYMENT ID:7Z9673961B INDN:CARDHOLDER,59.09,credit,Fitness,Health & Wellness,ORANGETHEORY,True
[debit] F45 TRAINING DES:DIRECT DEP ID:CH48ZW30X5 INDN:CARDHOLDER,90.7,debit,Fitness,Health & Wellness,F45 TRAINING,True
[debit] POS DEBIT CITY PARKING AUTH HGJW0K,30.07,debit,Rideshare,Transportation,CITY PARKING AUTH,True
[debit] APPLE.COM/BILL DES:DIRECT DEP ID:YS4FYSPR8L INDN:CARDHOLDER,53.94,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] SPEEDWAY #8664 AUSTIN TX,50.5,debit,Gas,Transportation,SPEEDWAY,True
[debit] CHIPOTLE NASHVILLE TN,16.36,debit,Dining,Food & Drink,CHIPOTLE,True
[debit] POS DEBIT CURB TAXI 93UJ46,15.67,debit,Rideshare,Transportation,CURB TAXI,True
[debit] POS DEBIT APPLE CASH TRANSFER 7NGQMR,744.92,debit,Transfer,Transfers & Fees,APPLE CASH TRANSFER,True
[credit] CASH APP TRANSFER DES:DEPOSIT ID:3YC18DERFX INDN:CARDHOLDER,4198.26,credit,Income,Income,CASH APP TRANSFER,True
[debit] TOPGOLF #450 SAN FRANCISCO CA,149.75,debit,Entertainment,Entertainment,TOPGOLF,True
[debit] SQ *NOODLES AND CO PHOENIX AZ,30.55,debit,Dining,Food & Drink,NOODLES AND CO,True
[debit] PELOTON MEMBERSHIP DES:DIRECT DEP ID:ENEDZY3CVF INDN:CARDHOLDER,152.79,debit,Fitness,Health & Wellness,PELOTON MEMBERSHIP,True
[debit] WIRE TRANSFER OUT #721 ATLANTA GA,76.35,debit,Transfer,Transfers & Fees,WIRE TRANSFER OUT,True
[debit] POS DEBIT TIM HORTONS X8E4DS,6.0,debit,Coffee,Food & Drink,TIM HORTONS,True
[debit] WALGREENS BROOKLYN NY,618.53,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] AMTRAK #5899 COLUMBUS OH,357.96,debit,Travel,Transportation,AMTRAK,True
[debit] CHIPOTLE #8620 WEST LAFAYETTE IN,52.97,debit,Dining,Food & Drink,CHIPOTLE,True
[debit] TICKETMASTER #2626 AUSTIN TX,120.21,debit,Entertainment,Entertainment,TICKETMASTER,True
[debit] OPENAI CHATGPT SUB DES:ACH PMT ID:9X4Z1VZFMT INDN:CARDHOLDER,52.48,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] IU HEALTH #146 WEST LAFAYETTE IN,59.8,debit,Healthcare,Health & Wellness,IU HEALTH,True
[debit] TICKETMASTER #6969 CHICAGO IL,24.68,debit,Entertainment,Entertainment,TICKETMASTER,True
[debit] LYFT RIDE*LR5XA7M,44.21,debit,Rideshare,Transportation,LYFT RIDE,True
[debit] CARIBOU COFFEE #232 WEST LAFAYETTE IN,15.92,debit,Coffee,Food & Drink,CARIBOU COFFEE,True
[debit] LA FITNESS DES:DIRECT DEP ID:3439651CXF INDN:CARDHOLDER,27.66,debit,Fitness,Health & Wellness,LA FITNESS,True
[debit] CORTLAND MGMT DES:DEPOSIT ID:KEHLA0KSUE INDN:CARDHOLDER,1531.61,debit,Rent,Bills & Housing,CORTLAND MGMT,True
[debit] ORANGETHEORY DES:DEPOSIT ID:QWPTHM4QHB INDN:CARDHOLDER,113.66,debit,Fitness,Health & Wellness,ORANGETHEORY,True
[debit] WIRE TRANSFER FEE NA5A,10.42,debit,Fees,Transfers & Fees,WIRE TRANSFER FEE,True
[debit] AMTRAK SAN FRANCISCO CA,306.44,debit,Travel,Transportation,AMTRAK,True
[debit] THE LODGE APTS DES:DIRECT DEP ID:ADRXJ6WG5M INDN:CARDHOLDER,2265.52,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] WILLOW CREEK APTS DES:BILLPAY ID:6PFXJFYATN INDN:CARDHOLDER,2169.59,debit,Rent,Bills & Housing,WILLOW CREEK APTS,True
[debit] CORTLAND MGMT DES:PAYMENT ID:HM5VDZ8J7Q INDN:CARDHOLDER,1721.14,debit,Rent,Bills & Housing,CORTLAND MGMT,True
[debit] SQ *LUMINARY BAKERY*6U79EKM,8.11,debit,Coffee,Food & Drink,SQ *LUMINARY BAKERY,True
[debit] CIRCLE K*YWWWLMV,32.57,debit,Gas,Transportation,CIRCLE K,True
[debit] PURCHASE MEIJER ATLANTA GAUS,37.09,debit,Groceries,Food & Drink,MEIJER,True
[credit] PAYPAL INST XFER DES:DIRECT DEP ID:EQVZQ98AT4 INDN:CARDHOLDER,1245.16,credit,Income,Income,PAYPAL INST XFER,True
[debit] POS DEBIT CHIPOTLE TPR4FW,89.38,debit,Dining,Food & Drink,CHIPOTLE,True
[debit] SPECTRUM DES:PAYMENT ID:S873QBK81J INDN:CARDHOLDER,305.84,debit,Utilities,Bills & Housing,SPECTRUM,True
[debit] POS DEBIT WALMART SUPERCENTER EM0FSP,202.8,debit,Shopping,Shopping,WALMART SUPERCENTER,True
[credit] FIDELITY DIVIDEND DES:PAYMENT ID:W3X9B1WK24 INDN:CARDHOLDER,3891.05,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] PURCHASE WALMART SUPERCENTER INDIANAPOLIS INUS,438.51,debit,Shopping,Shopping,WALMART SUPERCENTER,True
[debit] LIME RIDE BROOKLYN NY,45.0,debit,Rideshare,Transportation,LIME RIDE,True
[credit] STRIPE TRANSFER DES:BILLPAY ID:BGT0KEVUZ0 INDN:CARDHOLDER,3114.97,credit,Income,Income,STRIPE TRANSFER,True
[debit] UDEMY*JY1LK9J,1236.82,debit,Education,Bills & Housing,UDEMY,True
[debit] TOPGOLF*3WVMYX390K,22.83,debit,Entertainment,Entertainment,TOPGOLF,True
[debit] PURCHASE TOPGOLF SEATTLE WAUS,156.86,debit,Entertainment,Entertainment,TOPGOLF,True
[debit] PURCHASE MARRIOTT HOTELS ATLANTA GAUS,406.53,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] UNIV BOOKSTORE*GX58FYJ,177.08,debit,Education,Bills & Housing,UNIV BOOKSTORE,True
[debit] ZELLE PAYMENT*RXW8KGKD,308.18,debit,Transfer,Transfers & Fees,ZELLE PAYMENT,True
[debit] CARD REPLACEMENT FEE 4PGY,35.08,debit,Fees,Transfers & Fees,CARD REPLACEMENT FEE,True
[debit] POS DEBIT MCGRAW HILL SWS2L2,1723.98,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] COSTCO WHSE #821 WEST LAFAYETTE IN,113.51,debit,Groceries,Food & Drink,COSTCO WHSE,True
[credit] PURCHASE VA BENEFITS DENVER COUS,3171.75,credit,Income,Income,VA BENEFITS,True
[debit] SPEEDWAY*W618574,57.84,debit,Gas,Transportation,SPEEDWAY,True
[debit] WINGSTOP #1999 AUSTIN TX,74.88,debit,Dining,Food & Drink,WINGSTOP,True
[debit] IU HEALTH #347 WEST LAFAYETTE IN,538.1,debit,Healthcare,Health & Wellness,IU HEALTH,True
[debit] DROPBOX DES:DIRECT DEP ID:WSV0WWCLTL INDN:CARDHOLDER,54.19,debit,Subscriptions,Entertainment,DROPBOX,True
[debit] THE LODGE APTS DES:DEPOSIT ID:S54KNEQQN0 INDN:CARDHOLDER,945.0,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] PLANET FITNESS AUSTIN TX,56.49,debit,Fitness,Health & Wellness,PLANET FITNESS,True
[debit] UNIV BOOKSTORE DES:PAYMENT ID:L4ZCJTU87P INDN:CARDHOLDER,1262.06,debit,Education,Bills & Housing,UNIV BOOKSTORE,True
[credit] FIDELITY DIVIDEND DES:DEPOSIT ID:91NSX8EJ2H INDN:CARDHOLDER,2880.59,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] POS DEBIT TST* GREYHOUSE FPESZV,14.44,debit,Coffee,Food & Drink,TST* GREYHOUSE,True
[debit] POS DEBIT WALGREENS KEA84G,511.27,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] SQ *WAYFAIR COLUMBUS OH,456.52,debit,Shopping,Shopping,WAYFAIR,True
[debit] SPECTRUM DES:BILLPAY ID:C5RL9G5ZC5 INDN:CARDHOLDER,170.29,debit,Utilities,Bills & Housing,SPECTRUM,True
[debit] SPEEDWAY*8URL2P,47.01,debit,Gas,Transportation,SPEEDWAY,True
[debit] POS DEBIT PARKMOBILE T9BNAD,51.48,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] EDX INC DES:PAYMENT ID:FYH8TD0PWC INDN:CARDHOLDER,143.44,debit,Education,Bills & Housing,EDX INC,True
[debit] PURCHASE MCGRAW HILL BROOKLYN NYUS,1372.61,debit,Education,Bills & Housing,MCGRAW HILL,True
[debit] SQ *VIENNA ESPRESSO*J6XF7X9ES,20.89,debit,Coffee,Food & Drink,SQ *VIENNA ESPRESSO,True
[debit] POS DEBIT GITHUB INC 8TX3K6,58.88,debit,Subscriptions,Entertainment,GITHUB INC,True
[debit] REPUBLIC SERVICES DES:DEPOSIT ID:K2MJWXX4VG INDN:CARDHOLDER,78.22,debit,Utilities,Bills & Housing,REPUBLIC SERVICES,True
[credit] ZELLE PAYMENT DES:ACH PMT ID:K7GEPAN7FW INDN:CARDHOLDER,1147.84,credit,Income,Income,ZELLE PAYMENT,True
[debit] LIVE NATION #5897 INDIANAPOLIS IN,9.6,debit,Entertainment,Entertainment,LIVE NATION,True
[debit] POS DEBIT MAIN EVENT QPXWHY,177.22,debit,Entertainment,Entertainment,MAIN EVENT,True
[debit] OLIVE GARDEN*X3GLS8EY2,79.44,debit,Dining,Food & Drink,OLIVE GARDEN,True
[debit] WALMART SUPERCENTER*Q9044V3VDG,162.42,debit,Groceries,Food & Drink,WALMART SUPERCENTER,True
[debit] COURSERA INC AUSTIN TX,1668.19,debit,Education,Bills & Housing,COURSERA INC,True
[debit] THE LODGE APTS DES:DIRECT DEP ID:KZ7R25D4FC INDN:CARDHOLDER,1164.19,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] COSTCO WHSE*HBSWT2H,17.74,debit,Gas,Transportation,COSTCO WHSE,True
[debit] CARD REPLACEMENT FEE V58Q,32.12,debit,Fees,Transfers & Fees,CARD REPLACEMENT FEE,True
[debit] POS DEBIT UNIQLO USA 11QTAS,456.77,debit,Shopping,Shopping,UNIQLO USA,True
[debit] CVS PHARMACY #7071 NASHVILLE TN,37.22,debit,Healthcare,Health & Wellness,CVS PHARMACY,True
[debit] PARKMOBILE #7673 WEST LAFAYETTE IN,48.74,debit,Rideshare,Transportation,PARKMOBILE,True
[debit] OPENAI CHATGPT SUB PHOENIX AZ,22.59,debit,Subscriptions,Entertainment,OPENAI CHATGPT SUB,True
[debit] BOOKING.COM #3308 BROOKLYN NY,765.73,debit,Travel,Transportation,BOOKING.COM,True
[debit] ANYTIME FITNESS DES:DEPOSIT ID:B3Q511ESS9 INDN:CARDHOLDER,94.29,debit,Fitness,Health & Wellness,ANYTIME FITNESS,True
[debit] SQ *WALGREENS COLUMBUS OH,137.89,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] ANYTIME FITNESS*PX1KQGL67,21.23,debit,Fitness,Health & Wellness,ANYTIME FITNESS,True
[debit] POS DEBIT BIRD RIDES CK00HS,7.81,debit,Rideshare,Transportation,BIRD RIDES,True
[debit] WALGREENS*Y75WBL5Y,458.84,debit,Healthcare,Health & Wellness,WALGREENS,True
[debit] CASH APP TRANSFER #4810 WEST LAFAYETTE IN,179.21,debit,Transfer,Transfers & Fees,CASH APP TRANSFER,True
[debit] MTA VENDING MACH #6129 COLUMBUS OH,47.03,debit,Rideshare,Transportation,MTA VENDING MACH,True
[debit] POS DEBIT REGAL CINEMAS UBL0YX,159.73,debit,Entertainment,Entertainment,REGAL CINEMAS,True
[debit] PURCHASE DUKE ENERGY CHICAGO ILUS,227.8,debit,Utilities,Bills & Housing,DUKE ENERGY,True
[debit] ZOCDOC WEST LAFAYETTE IN,55.96,debit,Healthcare,Health & Wellness,ZOCDOC,True
[credit] FIDELITY DIVIDEND DES:BILLPAY ID:TEM768EW5Y INDN:CARDHOLDER,150.38,credit,Income,Income,FIDELITY DIVIDEND,True
[debit] SQ *SCOOTERS COFFEE BROOKLYN NY,13.2,debit,Coffee,Food & Drink,SCOOTERS COFFEE,True
[debit] POS DEBIT COURSERA INC WZ0PVB,1596.88,debit,Education,Bills & Housing,COURSERA INC,True
[debit] LATE PAYMENT FEE UTCD,32.3,debit,Fees,Transfers & Fees,LATE PAYMENT FEE,True
[debit] WIRE TRANSFER FEE DWF5,10.01,debit,Fees,Transfers & Fees,WIRE TRANSFER FEE,True
[debit] SQ *ALASKA AIR INDIANAPOL IN,567.63,debit,Travel,Transportation,ALASKA AIR,True
[debit] PURCHASE IU HEALTH SAN FRANCISCO CAUS,362.47,debit,Healthcare,Health & Wellness,IU HEALTH,True
[debit] THE LODGE APTS DES:PAYMENT ID:AEAX3966DQ INDN:CARDHOLDER,1665.9,debit,Rent,Bills & Housing,THE LODGE APTS,True
[debit] MARRIOTT HOTELS*YNP8CUGE6,272.57,debit,Travel,Transportation,MARRIOTT HOTELS,True
[debit] SQ *LIVE NATION CHICAGO IL,136.58,debit,Entertainment,Entertainment,LIVE NATION,True
[debit] APPLE.COM/BILL DES:ACH PMT ID:VP1BBE29AG INDN:CARDHOLDER,57.38,debit,Subscriptions,Entertainment,APPLE.COM/BILL,True
[debit] POS DEBIT UDEMY 078GBW,263.94,debit,Education,Bills & Housing,UDEMY,True
[debit] POS DEBIT COURSERA INC 44HN06,118.52,debit,Education,Bills & Housing,COURSERA INC,True
[debit] AT&T MOBILITY DES:DIRECT DEP ID:MWJ5R407SF INDN:CARDHOLDER,306.67,debit,Utilities,Bills & Housing,AT&T MOBILITY,True
[debit] POS DEBIT WINGSTOP FY3PK1,37.97,debit,Dining,Food & Drink,WINGSTOP,True
[debit] NIPSCO*FP1TNKRZC,120.82,debit,Utilities,Bills & Housing,NIPSCO,True
